url,title,author,avg_rating,num_ratings
https://www.goodreads.com/book/show/68380.Dragonlance_Chronicles,Dragonlance Chronicles (Dragonlance #1-3),Margaret Weis,4.24,"20,288"
https://www.goodreads.com/book/show/13569581-blood-song,"Blood Song (Raven's Shadow, #1)",Anthony Ryan,4.40,"79,092"
https://www.goodreads.com/book/show/29396.Furies_of_Calderon,"Furies of Calderon (Codex Alera, #1)",Jim Butcher,4.12,"101,692"
https://www.goodreads.com/book/show/68418.The_Dark_Elf_Trilogy_Collector_s_Edition,"The Dark Elf Trilogy Collector's Edition (Forgotten Realms: Dark Elf Trilogy, #1-3; Legend of Drizzt, #1-3)",R.A. Salvatore,4.35,"26,924"
https://www.goodreads.com/book/show/1170158.The_Earthsea_Trilogy,"The Earthsea Trilogy (Earthsea Cycle, #1-3)",Ursula K. Le Guin,4.28,"19,419"
https://www.goodreads.com/book/show/91981.The_Dragonbone_Chair,"The Dragonbone Chair (Memory, Sorrow, and Thorn, #1)",Tad Williams,3.95,"66,374"
https://www.goodreads.com/book/show/7165300-the-black-prism,"The Black Prism (Lightbringer, #1)",Brent Weeks,4.22,"111,134"
https://www.goodreads.com/book/show/68488.Fool_s_Errand,"Fool's Errand (Tawny Man, #1)",Robin Hobb,4.32,"82,459"
https://www.goodreads.com/book/show/478894.The_Sword_of_Shannara_Trilogy,"The Sword of Shannara Trilogy (Shannara, #1-3)",Terry Brooks,3.96,"22,773"
https://www.goodreads.com/book/show/27712.The_Neverending_Story,The Neverending Story,Michael Ende,4.17,"181,799"
https://www.goodreads.com/book/show/10790290-theft-of-swords,"Theft of Swords (The Riyria Revelations, #1-2)",Michael J. Sullivan,4.20,"61,131"
https://www.goodreads.com/book/show/13831.Alanna,"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.25,"124,742"
https://www.goodreads.com/book/show/5367.The_Great_Book_of_Amber,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,4.31,"24,874"
https://www.goodreads.com/book/show/1268479.Warbreaker,"Warbreaker (Warbreaker, #1)",Brandon Sanderson,4.29,"144,754"
https://www.goodreads.com/book/show/104089.Tigana,Tigana,Guy Gavriel Kay,4.08,"45,441"
https://www.goodreads.com/book/show/43545.The_Once_and_Future_King,"The Once and Future King (The Once and Future King, #1-4)",T.H. White,4.06,"104,594"
https://www.goodreads.com/book/show/45100.Ship_of_Magic,"Ship of Magic (Liveship Traders, #1)",Robin Hobb,4.16,"70,142"
https://www.goodreads.com/book/show/28876.His_Majesty_s_Dragon,"His Majesty's Dragon (Temeraire, #1)",Naomi Novik,4.04,"87,737"
https://www.goodreads.com/book/show/179033.The_Chronicles_of_Thomas_Covenant_the_Unbeliever,"The Chronicles of Thomas Covenant, the Unbeliever (The Chronicles of Thomas Covenant the Unbeliever, #1-3)",Stephen R. Donaldson,3.80,"14,783"
https://www.goodreads.com/book/show/6294.Howl_s_Moving_Castle,"Howl’s Moving Castle (Howl’s Moving Castle, #1)",Diana Wynne Jones,4.27,"263,358"
https://www.goodreads.com/book/show/140671.The_Black_Company,"The Black Company (The Chronicles of the Black Company, #1)",Glen Cook,3.92,"45,347"
https://www.goodreads.com/book/show/463063.The_Chronicles_of_Prydain,The Chronicles of Prydain (The Chronicles of Prydain #1-5),Lloyd Alexander,4.42,"6,934"
https://www.goodreads.com/book/show/210329.The_Dark_Is_Rising,"The Dark Is Rising (The Dark is Rising, #2)",Susan Cooper,4.05,"53,307"
https://www.goodreads.com/book/show/47953.The_Black_Jewels_Trilogy,"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness (The Black Jewels, #1-3)",Anne Bishop,4.39,"13,301"
https://www.goodreads.com/book/show/407813.The_Blue_Sword,"The Blue Sword (Damar, #1)",Robin McKinley,4.20,"59,612"
https://www.goodreads.com/book/show/597790.The_Children_of_H_rin,The Children of Húrin,J.R.R. Tolkien,3.99,"72,990"
https://www.goodreads.com/book/show/28249.The_Magicians_Guild,"The Magicians' Guild (Black Magician Trilogy, #1)",Trudi Canavan,3.94,"77,996"
https://www.goodreads.com/book/show/82192.The_Crystal_Cave,"The Crystal Cave (Arthurian Saga, #1)",Mary  Stewart,4.14,"43,503"
https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,4.01,"122,728"
https://www.goodreads.com/book/show/1381.The_Odyssey,The Odyssey,Homer,3.79,"947,387"
https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,"Daughter of the Forest  (Sevenwaters, #1)",Juliet Marillier,4.26,"59,910"
https://www.goodreads.com/book/show/1148721.The_Fionavar_Tapestry,The Fionavar Tapestry (The Fionavar Tapestry #1-3),Guy Gavriel Kay,4.22,"7,056"
https://www.goodreads.com/book/show/10611.The_Eyes_of_the_Dragon,The Eyes of the Dragon,Stephen King,3.93,"113,033"
https://www.goodreads.com/book/show/7896527-throne-of-glass,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,4.19,"797,262"
https://www.goodreads.com/book/show/60400.The_Ruins_of_Gorlan,"The Ruins of Gorlan (Ranger's Apprentice, #1)",John Flanagan,4.23,"137,806"
https://www.goodreads.com/book/show/40603587-the-last-wish,"The Last Wish (The Witcher, #0.5)",Andrzej Sapkowski,4.14,"262,085"
https://www.goodreads.com/book/show/30036.Elric_of_Melnibon_,"Elric of Melniboné (The Elric Saga, #1)",Michael Moorcock,3.89,"24,360"
https://www.goodreads.com/book/show/68427.Elantris,"Elantris (Elantris, #1)",Brandon Sanderson,4.18,"207,394"
https://www.goodreads.com/book/show/62291.A_Storm_of_Swords,"A Storm of Swords (A Song of Ice and Fire, #3)",George R.R. Martin,4.54,"708,365"
https://www.goodreads.com/book/show/77366.The_Hero_and_the_Crown,"The Hero and the Crown (Damar, #2)",Robin McKinley,4.21,"51,298"
https://www.goodreads.com/book/show/96281.The_Deed_of_Paksenarrion,"The Deed of Paksenarrion (The Deed of Paksenarrion, #1-3)",Elizabeth Moon,4.31,"12,730"
https://www.goodreads.com/book/show/62485.The_Icewind_Dale_Trilogy_Collector_s_Edition,"The Icewind Dale Trilogy Collector's Edition (Forgotten Realms: Icewind Dale, #1-3; Legend of Drizzt, #4-6)",R.A. Salvatore,4.30,"15,697"
https://www.goodreads.com/book/show/100915.The_Lion_the_Witch_and_the_Wardrobe,"The Lion, the Witch and the Wardrobe (Chronicles of Narnia, #1)",C.S. Lewis,4.23,"2,412,072"
https://www.goodreads.com/book/show/61886.The_Curse_of_Chalion,"The Curse of Chalion (World of the Five Gods, #1)",Lois McMaster Bujold,4.14,"36,732"
https://www.goodreads.com/book/show/12891107-king-of-thorns,"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,4.19,"60,001"
https://www.goodreads.com/book/show/29127.The_Last_Unicorn,"The Last Unicorn (The Last Unicorn, #1)",Peter S. Beagle,4.16,"101,398"
https://www.goodreads.com/book/show/589979.Daughter_of_the_Empire,"Daughter of the Empire (The Empire Trilogy, #1)",Raymond E. Feist,4.28,"34,756"
https://www.goodreads.com/book/show/76658.On_a_Pale_Horse,"On a Pale Horse (Incarnations of Immortality, #1)",Piers Anthony,4.14,"37,599"
https://www.goodreads.com/book/show/77160.Across_the_Nightingale_Floor,"Across the Nightingale Floor (Tales of the Otori, #1)",Lian Hearn,4.06,"38,237"
https://www.goodreads.com/book/show/2315892.Best_Served_Cold,Best Served Cold,Joe Abercrombie,4.19,"73,994"
https://www.goodreads.com/book/show/4345290-the-crown-conspiracy,"The Crown Conspiracy (The Riyria Revelations, #1)",Michael J. Sullivan,4.19,"20,774"
https://www.goodreads.com/book/show/28481.Dragon_Wing,"Dragon Wing (The Death Gate Cycle, #1)",Margaret Weis,3.96,"26,774"
https://www.goodreads.com/book/show/13836.Wild_Magic,"Wild Magic (Immortals, #1)",Tamora Pierce,4.29,"77,982"
https://www.goodreads.com/book/show/147843.Green_Rider,"Green Rider (Green Rider, #1)",Kristen Britain,4.06,"36,074"
https://www.goodreads.com/book/show/2767793-the-hero-of-ages,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.50,"316,209"
https://www.goodreads.com/book/show/261604.Rhapsody,"Rhapsody: Child of Blood (Symphony of Ages, #1)",Elizabeth Haydon,3.96,"19,182"
https://www.goodreads.com/book/show/616678.The_Diamond_Throne,"The Diamond Throne (The Elenium, #1)",David Eddings,3.97,"33,489"
https://www.goodreads.com/book/show/13986.Arrows_of_the_Queen,"Arrows of the Queen (Heralds of Valdemar, #1)",Mercedes Lackey,4.12,"36,898"
https://www.goodreads.com/book/show/3227063-the-way-of-shadows,"The Way of Shadows (Night Angel, #1)",Brent Weeks,4.14,"157,044"
https://www.goodreads.com/book/show/19821.Riddle_Master,"Riddle-Master (Riddle-Master, #1-3)",Patricia A. McKillip,4.22,"10,483"
https://www.goodreads.com/book/show/28759.Magic_s_Pawn,Magic's Pawn (The Last Herald-Mage #1),Mercedes Lackey,4.21,"25,123"
https://www.goodreads.com/book/show/133454.Jhereg,"Jhereg (Vlad Taltos, #1)",Steven Brust,4.13,"14,227"
https://www.goodreads.com/book/show/104101.The_Lions_of_Al_Rassan,The Lions of Al-Rassan,Guy Gavriel Kay,4.29,"20,429"
https://www.goodreads.com/book/show/56236618-the-archon-of-peace,"The Archon of Peace (Sovereign, #1)",Juddy Anderson C. Punzalan,4.60,252
https://www.goodreads.com/book/show/185253.The_Magic_of_Recluce,"The Magic of Recluce (The Saga of Recluce, #1)",L.E. Modesitt Jr.,3.86,"23,408"
https://www.goodreads.com/book/show/57213211-desert-outcast,"Desert Outcast (Sovereign, #0.5)",Juddy Anderson C. Punzalan,4.56,215
https://www.goodreads.com/book/show/185289.Dragon_Prince,"Dragon Prince (Dragon Prince, #1)",Melanie Rawn,3.95,"15,619"
https://www.goodreads.com/book/show/39058.The_Gormenghast_Novels,"The Gormenghast Novels (Gormenghast, #1-3)",Mervyn Peake,4.01,"8,771"
https://www.goodreads.com/book/show/68429.The_Well_of_Ascension,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.37,"342,387"
https://www.goodreads.com/book/show/40290.Seventh_Son,"Seventh Son (Tales of Alvin Maker, #1)",Orson Scott Card,3.87,"34,280"
https://www.goodreads.com/book/show/233649.The_Great_Hunt,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,4.24,"264,735"
https://www.goodreads.com/book/show/1371.The_Iliad,The Iliad,Homer,3.89,"392,490"
https://www.goodreads.com/book/show/34897.The_Dragon_Reborn,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,4.26,"243,257"
https://www.goodreads.com/book/show/91964.The_Briar_King,"The Briar King (Kingdoms of Thorn and Bone, #1)",Greg Keyes,3.74,"11,153"
https://www.goodreads.com/book/show/10762697-the-farseer-trilogy,The Farseer Trilogy (Farseer Trilogy #1-3),Robin Hobb,4.39,"19,992"
https://www.goodreads.com/book/show/618177.Legend,"Legend (The Drenai Saga, #1)",David Gemmell,4.27,"28,828"
https://www.goodreads.com/book/show/15985373-emperor-of-thorns,"Emperor of Thorns (The Broken Empire, #3)",Mark  Lawrence,4.24,"47,948"
https://www.goodreads.com/book/show/36159.Black_Sun_Rising,"Black Sun Rising (The Coldfire Trilogy, #1)",C.S. Friedman,3.94,"18,084"
https://www.goodreads.com/book/show/104085.A_Song_for_Arbonne,A Song for Arbonne,Guy Gavriel Kay,4.22,"13,230"
https://www.goodreads.com/book/show/44659.Pawn_of_Prophecy,"Pawn of Prophecy (The Belgariad, #1)",David Eddings,4.15,"99,973"
https://www.goodreads.com/book/show/74270.Luck_in_the_Shadows,"Luck in the Shadows (Nightrunner, #1)",Lynn Flewelling,4.09,"19,750"
https://www.goodreads.com/book/show/119322.The_Golden_Compass,"The Golden Compass (His Dark Materials, #1)",Philip Pullman,really,avg
https://www.goodreads.com/book/show/6342491-the-demon-king,"The Demon King (Seven Realms, #1)",Cinda Williams Chima,4.14,"73,819"
https://www.goodreads.com/book/show/537124.Deryni_Rising,Deryni Rising (The Chronicles of the Deryni #1),Katherine Kurtz,3.95,"7,170"
https://www.goodreads.com/book/show/8667848-a-discovery-of-witches,"A Discovery of Witches (All Souls, #1)",Deborah Harkness,4.01,"430,031"
https://www.goodreads.com/book/show/6437061-the-hundred-thousand-kingdoms,"The Hundred Thousand Kingdoms (Inheritance, #1)",N.K. Jemisin,3.88,"64,646"
https://www.goodreads.com/book/show/43916.Magician,"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.30,"63,919"
https://www.goodreads.com/book/show/9539.The_Shadow_Rising,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,4.25,"194,633"
https://www.goodreads.com/book/show/16793.Stardust,Stardust,Neil Gaiman,4.09,"397,861"
https://www.goodreads.com/book/show/9533378-hounded,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne,4.09,"82,667"
https://www.goodreads.com/book/show/6604209-mistborn-trilogy-boxed-set,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",Brandon Sanderson,4.58,"46,271"
https://www.goodreads.com/book/show/256683.City_of_Bones,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.09,"1,801,734"
https://www.goodreads.com/book/show/55401.Deadhouse_Gates,"Deadhouse Gates (Malazan Book of the Fallen, #2)",Steven Erikson,4.24,"63,864"
https://www.goodreads.com/book/show/301538.The_Darkness_That_Comes_Before,"The Darkness That Comes Before (The Prince of Nothing, #1)",R. Scott Bakker,3.80,"18,905"
https://www.goodreads.com/book/show/150739.Dealing_with_Dragons,"Dealing with Dragons (Enchanted Forest Chronicles, #1)",Patricia C. Wrede,4.13,"88,593"
https://www.goodreads.com/book/show/33396914-assassin-s-quest,"Assassin's Quest (Farseer Trilogy, #3)",Robin Hobb,4.18,"132,644"
https://www.goodreads.com/book/show/671560.The_Bone_Doll_s_Twin,"The Bone Doll's Twin (The Tamír Triad, #1)",Lynn Flewelling,4.06,"12,030"
https://www.goodreads.com/book/show/33482.The_Coming_of_Conan_the_Cimmerian,"The Coming of Conan the Cimmerian (Conan the Cimmerian, #1)",Robert E. Howard,4.16,"12,506"
https://www.goodreads.com/book/show/81069.The_Forgotten_Beasts_of_Eld,The Forgotten Beasts of Eld,Patricia A. McKillip,4.08,"15,490"
https://www.goodreads.com/book/show/110692.The_Redemption_of_Althalus,The Redemption of Althalus,David Eddings,3.84,"15,669"
https://www.goodreads.com/book/show/236093.The_Wonderful_Wizard_of_Oz,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,3.99,"408,877"
https://www.goodreads.com/book/show/2248573.Brisingr,"Brisingr (The Inheritance Cycle, #3)",Christopher Paolini,4.06,"332,667"
https://www.goodreads.com/book/show/902715.Before_They_Are_Hanged,"Before They Are Hanged (The First Law, #2)",Joe Abercrombie,4.31,"134,466"
https://www.goodreads.com/book/show/60510.Poison_Study,"Poison Study (Study, #1)",Maria V. Snyder,4.09,"157,526"
https://www.goodreads.com/book/show/18693743-prince-of-fools,"Prince of Fools (The Red Queen's War, #1)",Mark  Lawrence,4.06,"29,247"
https://www.goodreads.com/book/show/8490112-daughter-of-smoke-bone,"Daughter of Smoke & Bone (Daughter of Smoke & Bone, #1)",Laini Taylor,3.99,"346,102"
https://www.goodreads.com/book/show/944076.Last_Argument_of_Kings,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,4.30,"125,782"
https://www.goodreads.com/book/show/448873.The_Thief,"The Thief (The Queen's Thief, #1)",Megan Whalen Turner,3.87,"76,222"
https://www.goodreads.com/book/show/498214.Daggerspell,"Daggerspell (Deverry, #1)",Katharine Kerr,3.90,"14,972"
https://www.goodreads.com/book/show/6137154-fire,"Fire (Graceling Realm, #2)",Kristin Cashore,4.10,"174,865"
https://www.goodreads.com/book/show/30165203-american-gods,"American Gods (American Gods, #1)",Neil Gaiman,4.11,"832,476"
https://www.goodreads.com/book/show/34002132-oathbringer,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,4.60,"169,318"
https://www.goodreads.com/book/show/231989.The_Wayfarer_Redemption,"The Wayfarer Redemption (Wayfarer Redemption, #1)",Sara Douglass,3.95,"16,422"
https://www.goodreads.com/book/show/19161852-the-fifth-season,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,4.32,"194,466"
https://www.goodreads.com/book/show/52357.Beowulf,Beowulf,Unknown,3.46,"268,013"
https://www.goodreads.com/book/show/16031258-the-steward,"The Steward (Weald Fae Journals, #1)",Christopher  Shields,3.91,556
https://www.goodreads.com/book/show/9300768-the-heroes,"The Heroes (First Law World, #5)",Joe Abercrombie,4.31,"49,188"
https://www.goodreads.com/book/show/15575.The_Sword_of_Shannara,"The Sword of Shannara (The Original Shannara Trilogy, #1)",Terry Brooks,3.76,"91,545"
https://www.goodreads.com/book/show/40604556-red-seas-under-red-skies,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,4.23,"125,278"
https://www.goodreads.com/book/show/13626269-shadows-of-the-realm,"Shadows of the Realm (The Circle of Talia, #1)",Dionne Lister,3.83,351
https://www.goodreads.com/book/show/25300956-royal-assassin,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,4.24,"167,076"
https://www.goodreads.com/book/show/23258641-throne-of-novoxos,Throne of Novoxos (Van Laven Chronicles #1),Tyler Chase,3.54,"3,313"
https://www.goodreads.com/book/show/51476294-adhaata-asao-s-liege,Adhaata Asao's Liege,Afroz  Alam,4.65,130
https://www.goodreads.com/book/show/4932435-finnikin-of-the-rock,"Finnikin of the Rock (Lumatere Chronicles, #1)",Melina Marchetta,3.88,"45,244"
https://www.goodreads.com/book/show/20406003-the-stones-of-andarus,"The Stones of Andarus (The Devenshire Chronicles, #1)",Tom Sechrist,4.38,118
https://www.goodreads.com/book/show/9361589-the-night-circus,The Night Circus,Erin Morgenstern,4.03,"804,513"
https://www.goodreads.com/book/show/144127.The_Runelords,The Runelords (Runelords #1),David Farland,3.77,"18,440"
https://www.goodreads.com/book/show/153007.Kushiel_s_Scion,"Kushiel's Scion (Imriel's Trilogy, #1)",Jacqueline Carey,4.21,"20,605"
https://www.goodreads.com/book/show/52640.Weaveworld,Weaveworld,Clive Barker,4.13,"30,000"
https://www.goodreads.com/book/show/21533892-predator-prey,"Predator & Prey (The Devenshire Chronicles, #2)",Tom Sechrist,4.57,102
https://www.goodreads.com/book/show/23753.The_Absolute_Sandman_Volume_One,"The Absolute Sandman, Volume One",Neil Gaiman,4.65,"19,458"
https://www.goodreads.com/book/show/104097.Sailing_to_Sarantium,"Sailing to Sarantium (The Sarantine Mosaic, #1)",Guy Gavriel Kay,4.18,"13,605"
https://www.goodreads.com/book/show/13661.Tehanu,"Tehanu (Earthsea Cycle, #4)",Ursula K. Le Guin,3.97,"42,181"
https://www.goodreads.com/book/show/651260.Domes_of_Fire,"Domes of Fire (The Tamuli, #1)",David Eddings,4.02,"27,268"
https://www.goodreads.com/book/show/7664041-inheritance,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.11,"240,886"
https://www.goodreads.com/book/show/17886664-switch-the-lost-kingdoms-of-karibu,Switch! The Lost Kingdoms of Karibu,Karen  Prince,4.13,482
https://www.goodreads.com/book/show/45978.Eldest,"Eldest (The Inheritance Cycle, #2)",Christopher Paolini,really,avg
https://www.goodreads.com/book/show/259836.Dragons_of_Autumn_Twilight,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,really,avg
https://www.goodreads.com/book/show/393146.The_Naming,"The Naming (The Books of Pellinor, #1)",Alison Croggon,4.02,"25,186"
https://www.goodreads.com/book/show/8752885-the-dragon-s-path,"The Dragon's Path (The Dagger and the Coin, #1)",Daniel Abraham,3.80,"19,783"
https://www.goodreads.com/book/show/3754016-shadow-s-edge,"Shadow's Edge (Night Angel, #2)",Brent Weeks,4.25,"96,898"
https://www.goodreads.com/book/show/12499290-the-blinding-knife,"The Blinding Knife (Lightbringer, #2)",Brent Weeks,4.41,"80,377"
https://www.goodreads.com/book/show/9542.Cast_in_Shadow,"Cast in Shadow (Chronicles of Elantra, #1)",Michelle Sagara,3.80,"16,646"
https://www.goodreads.com/book/show/43763.Interview_with_the_Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",Anne Rice,4.01,"525,649"
https://www.goodreads.com/book/show/11100431-heir-of-novron,"Heir of Novron (The Riyria Revelations, #5-6)",Michael J. Sullivan,4.49,"43,626"
https://www.goodreads.com/book/show/567704.Imajica,Imajica,Clive Barker,4.17,"21,593"
https://www.goodreads.com/book/show/3754026-beyond-the-shadows,"Beyond the Shadows (Night Angel, #3)",Brent Weeks,4.26,"92,709"
https://www.goodreads.com/book/show/68806.The_Elenium,"The Elenium: The Diamond Throne / The Ruby Knight / The Sapphire Rose (The Elenium, #1-3)",David Eddings,4.22,"5,728"
https://www.goodreads.com/book/show/25895524-red-sister,"Red Sister (Book of the Ancestor, #1)",Mark  Lawrence,4.16,"50,401"
https://www.goodreads.com/book/show/40159.The_King_of_Attolia,"The King of Attolia (The Queen's Thief, #3)",Megan Whalen Turner,4.38,"35,842"
https://www.goodreads.com/book/show/3.Harry_Potter_and_the_Sorcerer_s_Stone,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,4.48,"8,331,604"
https://www.goodreads.com/book/show/16043804-the-crown-tower,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,4.33,"33,373"
https://www.goodreads.com/book/show/28660.The_Curse_of_the_Mistwraith,"The Curse of the Mistwraith (Wars of Light and Shadow, #1)",Janny Wurts,3.76,"5,389"
https://www.goodreads.com/book/show/17910124-the-emperor-s-blades,"The Emperor's Blades (Chronicle of the Unhewn Throne, #1)",Brian Staveley,4.08,"38,109"
https://www.goodreads.com/book/show/10790277-rise-of-empire,"Rise of Empire (The Riyria Revelations, #3-4)",Michael J. Sullivan,4.37,"45,033"
https://www.goodreads.com/book/show/7743175-a-memory-of-light,"A Memory of Light (The Wheel of Time, #14)",Robert Jordan,4.53,"120,405"
https://www.goodreads.com/book/show/20613470-heir-of-fire,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.46,"407,417"
https://www.goodreads.com/book/show/6043781-blood-of-elves,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,4.10,"149,331"
https://www.goodreads.com/book/show/552357.Thieves_World,"Thieves' World (Thieves' World, #1)",Robert Lynn Asprin,3.84,"7,529"
https://www.goodreads.com/book/show/15750692-malice,"Malice (The Faithful and the Fallen, #1)",John Gwynne,4.15,"22,580"
https://www.goodreads.com/book/show/17167166-crown-of-midnight,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,4.37,"482,441"
https://www.goodreads.com/book/show/55777051-horn-horn,Horn-Horn: A small-town supernatural black-comedy (The Horn-Horn Series Book 1),A. D. T. McLellan,4.52,104
https://www.goodreads.com/book/show/977841.The_Alchemyst,"The Alchemyst (The Secrets of the Immortal Nicholas Flamel, #1)",Michael Scott,3.85,"151,551"
https://www.goodreads.com/book/show/76620.Watership_Down,"Watership Down (Watership Down, #1)",Richard  Adams,4.07,"455,089"
